,2/28/2018,23:46:24,0.006,2,https://tv.xfinity.com/entity/7846086607871461112/6277881719781782112
,2/28/2018,23:46:22,0.008,2,https://tv.xfinity.com/entity/7846086607871461112/8444653109162915112
,2/28/2018,23:46:15,0.009,2,https://tv.xfinity.com/entity/7846086607871461112/info
,2/28/2018,23:46:11,0.009,2,https://tv.xfinity.com/adding-device
,2/28/2018,23:46:10,0.011,2,https://tv.xfinity.com/auth
,2/28/2018,23:46:10,0.012,2,https://tv.xfinity.com/partner-success.html?responseCode=200&activationCode=f9435b4eb1141965b79ef90498d4c771&partnerId=comcast
,2/28/2018,23:46:07,0.013,2,https://login.comcast.net/login?r=comcast.net&s=oauth&continue=https%3A%2F%2Foauth.xfinity.com%2Foauth%2Fauthorize%3Fclient_id%3Dxtv-account-selector%26redirect_uri%3Dhttps%3A%2F%2Fxtv-pil.xfinity.com%2Fxtv-authn%2Fxfinity-cb%26response_type%3Dcode%26scope%3Dopenid%2520https%3A%2F%2Flogin.comcast.net%2Fapi%2Flogin%26state%3Dhttps%3A%2F%2Ftv.xfinity.com%2Fpartner-success.html%26ui_locales%3Den%26prompt%3Dselect_account%26response%3D1&forceAuthn=2&lang=en&client_id=xtv-account-selector&reqId=45495fb2-b2ad-4ae6-a316-c46e1830cc0f
,2/28/2018,23:46:03,0.014,2,https://tv.xfinity.com/entity/7846086607871461112/info
,2/28/2018,23:45:54,0.015,2,https://tv.xfinity.com/
,2/28/2018,23:44:40,0.017,2,https://my.xfinity.com/?cid=cust
,2/28/2018,23:44:33,0.017,2,https://www.facebook.com/
,2/28/2018,23:44:30,0.018,2,https://www.facebook.com/omgitsharveyj/videos/10155410472953785/
,2/28/2018,23:41:32,0.018,2,https://www.facebook.com/
,2/28/2018,23:41:26,0.02,2,https://www.messenger.com/t/100009894000080
,2/28/2018,23:35:43,0.021,2,https://www.messenger.com/t/juanathanhuang
,2/28/2018,23:35:31,0.021,2,https://www.messenger.com/t/100009894000080
,2/28/2018,23:32:12,0.022,2,https://www.messenger.com/t/juanathanhuang
,2/28/2018,23:32:03,0.023,2,https://www.messenger.com/new
,2/28/2018,23:28:00,0.024,2,https://www.messenger.com/t/100009894000080
,2/28/2018,23:27:58,0.025,2,https://www.messenger.com/
